target_id,symbol,name,score
ENSG00000118762,PKD2,"polycystin 2, transient receptor potential cation channel",0.032426936450035734
ENSG00000149781,FERMT3,FERM domain containing kindlin 3,0.03241215325584835
ENSG00000162521,RBBP4,"RB binding protein 4, chromatin remodeling factor",0.03238258686747358
ENSG00000245848,CEBPA,CCAAT enhancer binding protein alpha,0.03227910450816186
ENSG00000132356,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,0.032225515429232576
ENSG00000140368,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,0.03221258013431861
ENSG00000167258,CDK12,cyclin dependent kinase 12,0.03209431458081951
ENSG00000101265,RASSF2,Ras association domain family member 2,0.03206474819244473
ENSG00000222028,PSMB11,proteasome subunit beta 11,0.032027790206976256
ENSG00000112893,MAN2A1,mannosidase alpha class 2A member 1,0.031909524653477156
ENSG00000180871,CXCR2,C-X-C motif chemokine receptor 2,0.031850391876727606
ENSG00000175662,TOM1L2,target of myb1 like 2 membrane trafficking protein,0.03183560868254021
ENSG00000164037,SLC9B1,solute carrier family 9 member B1,0.03182082548835283
ENSG00000188763,FZD9,frizzled class receptor 9,0.03174690951741589
ENSG00000081923,ATP8B1,ATPase phospholipid transporting 8B1,0.031739517920322195
ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,0.03170255993485372
ENSG00000233436,BTBD18,BTB domain containing 18,0.03168038514357264
ENSG00000213658,LAT,linker for activation of T cells,0.03162864396391678
ENSG00000240505,TNFRSF13B,TNF receptor superfamily member 13B,0.03156211959007354
ENSG00000145868,FBXO38,F-box protein 38,0.031547336395886146
ENSG00000197249,SERPINA1,serpin family A member 1,0.03144262210372548
ENSG00000131504,DIAPH1,diaphanous related formin 1,0.03143646243948074
ENSG00000107807,TLX1,T cell leukemia homeobox 1,0.03142907084238704
ENSG00000141665,FBXO15,F-box protein 15,0.03142907084238704
ENSG00000105173,CCNE1,cyclin E1,0.03139950445401226
ENSG00000133639,BTG1,BTG anti-proliferation factor 1,0.03139950445401226
ENSG00000004776,HSPB6,heat shock protein family B (small) member 6,0.03138472125982488
ENSG00000130429,ARPC1B,actin related protein 2/3 complex subunit 1B,0.031347763274356406
ENSG00000139719,VPS33A,VPS33A core subunit of CORVET and HOPS complexes,0.031325588483075324
ENSG00000145901,TNIP1,TNFAIP3 interacting protein 1,0.03131819688598163
ENSG00000146006,LRRTM2,leucine rich repeat transmembrane neuronal 2,0.03129602209470055
ENSG00000206573,THUMPD3-AS1,THUMPD3 antisense RNA 1,0.031177756541201446
ENSG00000163093,BBS5,Bardet-Biedl syndrome 5,0.031177756541201446
ENSG00000102452,NALCN,"sodium leak channel, non-selective",0.03115558174992036
ENSG00000158552,ZFAND2B,zinc finger AN1-type containing 2B,0.031133406958639274
ENSG00000138039,LHCGR,luteinizing hormone/choriogonadotropin receptor,0.031118623764451896
ENSG00000160584,SIK3,SIK family kinase 3,0.031111232167358203
ENSG00000176907,TCIM,transcriptional and immune response regulator,0.031074274181889724
ENSG00000144161,ZC3H8,zinc finger CCCH-type containing 8,0.031052099390608646
ENSG00000105810,CDK6,cyclin dependent kinase 6,0.03102992459932756
ENSG00000144567,RETREG2,reticulophagy regulator family member 2,0.03102253300223387
ENSG00000162367,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor",0.03096340022548432
ENSG00000077150,NFKB2,nuclear factor kappa B subunit 2,0.030933833837109546
ENSG00000154265,ABCA5,ATP binding cassette subfamily A member 5,0.030926442240015853
ENSG00000079134,THOC1,THO complex subunit 1,0.030926442240015853
ENSG00000110057,UNC93B1,unc-93B1 regulator of TLR signaling,0.030919050642922156
ENSG00000164849,GPR146,G protein-coupled receptor 146,0.03089687585164107
ENSG00000135679,MDM2,MDM2 proto-oncogene,0.030882092657453685
ENSG00000130856,ZNF236,zinc finger protein 236,0.030874701060359985
ENSG00000126778,SIX1,SIX homeobox 1,0.03083774307489152
ENSG00000112699,GMDS,"GDP-mannose 4,6-dehydratase",0.03081556828361044
ENSG00000166881,NEMP1,nuclear envelope integral membrane protein 1,0.0307416523126735
ENSG00000153292,ADGRF1,adhesion G protein-coupled receptor F1,0.030734260715579807
ENSG00000211584,SLC48A1,solute carrier family 48 member 1,0.030726869118486107
ENSG00000108312,UBTF,upstream binding transcription factor,0.030719477521392417
ENSG00000006625,GGCT,gamma-glutamylcyclotransferase,0.030645561550455475
ENSG00000128606,LRRC17,leucine rich repeat containing 17,0.030630778356268085
ENSG00000259384,GH1,growth hormone 1,0.03060320233559144
ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6,0.030549470788237457
ENSG00000159640,ACE,angiotensin I converting enzyme,0.03054184028323255
ENSG00000172457,OR9G4,olfactory receptor family 9 subfamily G member 4,0.030453380026019432
ENSG00000186153,WWOX,WW domain containing oxidoreductase,0.030438596831832043
ENSG00000177628,GBA1,glucosylceramidase beta 1,0.030423813637644653
ENSG00000129422,MTUS1,microtubule associated scaffold protein 1,0.030416422040550957
ENSG00000243646,IL10RB,interleukin 10 receptor subunit beta,0.030401638846363568
ENSG00000115935,WIPF1,WAS/WASL interacting protein family member 1,0.03039424724926987
ENSG00000184465,WDR27,WD repeat domain 27,0.030342506069614018
ENSG00000164736,SOX17,SRY-box transcription factor 17,0.03033511447252032
ENSG00000147168,IL2RG,interleukin 2 receptor subunit gamma,0.030327722875426632
ENSG00000112715,VEGFA,vascular endothelial growth factor A,0.03015090061593136
ENSG00000181092,ADIPOQ,"adiponectin, C1Q and collagen domain containing",0.02956638837477615
ENSG00000136244,IL6,interleukin 6,0.027457395843251544
ENSG00000165471,MBL2,mannose binding lectin 2,0.02698146641835385
ENSG00000177000,MTHFR,methylenetetrahydrofolate reductase,0.02682235768438811
ENSG00000184500,PROS1,protein S,0.026244757596590767
ENSG00000110799,VWF,von Willebrand factor,0.026003000527415953
ENSG00000017427,IGF1,insulin like growth factor 1,0.024325717401987208
ENSG00000174059,CD34,CD34 molecule,0.023831514975490048
ENSG00000257017,HP,haptoglobin,0.023155655101098717
ENSG00000087237,CETP,cholesteryl ester transfer protein,0.022913950990451508
ENSG00000163631,ALB,albumin,0.02289247825303712
ENSG00000132109,TRIM21,tripartite motif containing 21,0.022174791281082105
ENSG00000171236,LRG1,leucine rich alpha-2-glycoprotein 1,0.021066051717028005
ENSG00000136634,IL10,interleukin 10,0.020814888717060637
ENSG00000104368,PLAT,"plasminogen activator, tissue type",0.02047945601963584
ENSG00000176798,OR51L1,olfactory receptor family 51 subfamily L member 1,0.020283974529586624
ENSG00000108342,CSF3,colony stimulating factor 3,0.02017708407300138
ENSG00000091513,TF,transferrin,0.020051182348989498
ENSG00000160255,ITGB2,integrin subunit beta 2,0.0197519900114824
ENSG00000160323,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,0.019623504976987827
ENSG00000090339,ICAM1,intercellular adhesion molecule 1,0.019623501650135836
ENSG00000254647,INS,insulin,0.019541219650371713
ENSG00000119630,PGF,placental growth factor,0.019358547374573626
ENSG00000118137,APOA1,apolipoprotein A1,0.019238072915245152
ENSG00000133116,KL,klotho,0.019205814258999972
ENSG00000134551,PRH2,proline rich protein HaeIII subfamily 2,0.019059791547891943
ENSG00000231887,PRH1,proline rich protein HaeIII subfamily 1,0.019059791547891943
ENSG00000197746,PSAP,prosaposin,0.019059791547891943
ENSG00000093010,COMT,catechol-O-methyltransferase,0.018753495866665873
ENSG00000109320,NFKB1,nuclear factor kappa B subunit 1,0.018579792437466082
ENSG00000125735,TNFSF14,TNF superfamily member 14,0.01847899273423509
ENSG00000105697,HAMP,hepcidin antimicrobial peptide,0.018430988033485304
ENSG00000143387,CTSK,cathepsin K,0.01792462295220804
ENSG00000137563,GGH,gamma-glutamyl hydrolase,0.01779116356023856
ENSG00000198959,TGM2,transglutaminase 2,0.01779116356023856
ENSG00000106366,SERPINE1,serpin family E member 1,0.017480716482303413
ENSG00000177575,CD163,CD163 molecule,0.017452382026777583
ENSG00000164924,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,0.017041737743794583
ENSG00000116711,PLA2G4A,phospholipase A2 group IVA,0.017041737743794583
ENSG00000163803,PLB1,phospholipase B1,0.017041737743794583
ENSG00000170890,PLA2G1B,phospholipase A2 group IB,0.017041737743794583
ENSG00000135218,CD36,CD36 molecule (CD36 blood group),0.01701308610979054
ENSG00000119866,BCL11A,BCL11 transcription factor A,0.016878425104079754
ENSG00000188672,RHCE,Rh blood group CcEe antigens,0.016842843271566276
ENSG00000241635,UGT1A1,UDP glucuronosyltransferase family 1 member A1,0.016672308455798524
ENSG00000171049,FPR2,formyl peptide receptor 2,0.016631093460811583
ENSG00000175899,A2M,alpha-2-macroglobulin,0.016631093460811583
ENSG00000183395,PMCH,pro-melanin concentrating hormone,0.016446303533469233
ENSG00000131979,GCH1,GTP cyclohydrolase 1,0.01613832032123198
ENSG00000154727,GABPA,GA binding protein transcription factor subunit alpha,0.015860756827489178
ENSG00000102245,CD40LG,CD40 ligand,0.015771746448154822
ENSG00000146674,IGFBP3,insulin like growth factor binding protein 3,0.015583950539204926
ENSG00000132693,CRP,C-reactive protein,0.01515360622381
ENSG00000291237,SOD2,superoxide dismutase 2,0.015119293962266304
ENSG00000160211,G6PD,glucose-6-phosphate dehydrogenase,0.014941103306789383
ENSG00000137801,THBS1,thrombospondin 1,0.014826972377516826
ENSG00000154146,NRGN,neurogranin,0.014783194187388075
ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A,0.014783194187388075
ENSG00000133048,CHI3L1,chitinase 3 like 1,0.014783194187388075
ENSG00000187010,RHD,Rh blood group D antigen,0.01463035972060619
ENSG00000108691,CCL2,C-C motif chemokine ligand 2,0.014577872045896572
ENSG00000142208,AKT1,AKT serine/threonine kinase 1,0.014567605938821997
ENSG00000100197,CYP2D6,cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene),0.01451687251375856
ENSG00000180210,F2,"coagulation factor II, thrombin",0.01446793702861234
ENSG00000164399,IL3,interleukin 3,0.014413614332703372
ENSG00000138696,BMPR1B,bone morphogenetic protein receptor type 1B,0.014413614332703372
ENSG00000198734,F5,coagulation factor V,0.014368321016809222
ENSG00000196689,TRPV1,transient receptor potential cation channel subfamily V member 1,0.014358587998783649
ENSG00000165732,DDX21,DExD-box helicase 21,0.014332660981314756
ENSG00000167749,KLK4,kallikrein related peptidase 4,0.01422882440536102
ENSG00000010610,CD4,CD4 molecule,0.014217114710970993
ENSG00000161610,HCRT,hypocretin neuropeptide precursor,0.01404403447801867
ENSG00000004487,KDM1A,lysine demethylase 1A,0.01395088550253764
ENSG00000103335,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),0.013924877856857223
ENSG00000164742,ADCY1,adenylate cyclase 1,0.013920841193123767
ENSG00000112309,B3GAT2,"beta-1,3-glucuronyltransferase 2",0.013838712336527167
ENSG00000110693,SOX6,SRY-box transcription factor 6,0.013828446229452592
ENSG00000072274,TFRC,transferrin receptor,0.013793535133074027
ENSG00000172037,LAMB2,laminin subunit beta 2,0.013781231797758609
ENSG00000112339,HBS1L,HBS1 like translational GTPase,0.013712192227682092
ENSG00000211891,IGHE,immunoglobulin heavy constant epsilon,0.013674454623333965
ENSG00000196565,HBG2,hemoglobin subunit gamma 2,0.013652346027274458
ENSG00000213934,HBG1,hemoglobin subunit gamma 1,0.013575043425953955
ENSG00000047621,FERRY3,FERRY endosomal RAB5 effector complex subunit 3,0.013438334160618742
ENSG00000277656,GSTT1,glutathione S-transferase theta 1,0.013383307826699017
ENSG00000115138,POMC,proopiomelanocortin,0.013304874768649264
ENSG00000105854,PON2,paraoxonase 2,0.013304874768649264
ENSG00000118972,FGF23,fibroblast growth factor 23,0.013191947590828939
ENSG00000102755,FLT1,fms related receptor tyrosine kinase 1,0.013191947590828937
ENSG00000152266,PTH,parathyroid hormone,0.013120084841306914
ENSG00000177119,ANO6,anoctamin 6,0.013109818734232339
ENSG00000172179,PRL,prolactin,0.013099552627157762
ENSG00000102575,ACP5,"acid phosphatase 5, tartrate resistant",0.01293529491396456
ENSG00000162692,VCAM1,vascular cell adhesion molecule 1,0.01289622055974902
ENSG00000150782,IL18,interleukin 18,0.012847507127733589
ENSG00000101439,CST3,cystatin C,0.012707387336908996
ENSG00000130513,GDF15,growth differentiation factor 15,0.012681311424939574
ENSG00000160791,CCR5,C-C motif chemokine receptor 5,0.012609448675417549
ENSG00000117215,PLA2G2D,phospholipase A2 group IID,0.012337807482224294
ENSG00000100342,APOL1,apolipoprotein L1,0.01227797571963888
ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,0.01223719963289346
ENSG00000189403,HMGB1,high mobility group box 1,0.012203937445971837
ENSG00000180549,FUT7,fucosyltransferase 7,0.012196135204595159
ENSG00000120659,TNFSF11,TNF superfamily member 11,0.012196135204595159
ENSG00000131095,GFAP,glial fibrillary acidic protein,0.012196135204595159
ENSG00000136869,TLR4,toll like receptor 4,0.012082572500271142
ENSG00000005381,MPO,myeloperoxidase,0.012004191476720941
ENSG00000105329,TGFB1,transforming growth factor beta 1,0.01190005264525616
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,0.011842159832663809
ENSG00000104321,TRPA1,transient receptor potential cation channel subfamily A member 1,0.011826555349910457
ENSG00000069702,TGFBR3,transforming growth factor beta receptor 3,0.011783027055914259
ENSG00000104687,GSR,glutathione-disulfide reductase,0.01171362817209013
ENSG00000164400,CSF2,colony stimulating factor 2,0.011677696797329115
ENSG00000128274,A4GALT,"alpha 1,4-galactosyltransferase (P1PK blood group)",0.01152964696257039
ENSG00000091436,MAP3K20,mitogen-activated protein kinase kinase kinase 20,0.01152964696257039
ENSG00000099956,SMARCB1,SWI/SNF related BAF chromatin remodeling complex subunit B1,0.011456975495225757
ENSG00000179348,GATA2,GATA binding protein 2,0.011456975495225757
ENSG00000169032,MAP2K1,mitogen-activated protein kinase kinase 1,0.011456975495225754
ENSG00000084207,GSTP1,glutathione S-transferase pi 1,0.011456975495225754
ENSG00000169194,IL13,interleukin 13,0.011436443281076606
ENSG00000176697,BDNF,brain derived neurotrophic factor,0.01132105223755838
ENSG00000107099,DOCK8,dedicator of cytokinesis 8,0.011272185567883406
ENSG00000105371,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),0.011262728178631439
ENSG00000164761,TNFRSF11B,TNF receptor superfamily member 11b,0.011251653353734256
ENSG00000169429,CXCL8,C-X-C motif chemokine ligand 8,0.011230620388309465
ENSG00000100345,MYH9,myosin heavy chain 9,0.011159258390063079
ENSG00000115414,FN1,fibronectin 1,0.011087395640541056
ENSG00000166483,WEE1,WEE1 G2 checkpoint kinase,0.011087395640541052
ENSG00000242252,BGLAP,bone gamma-carboxyglutamate protein,0.011066863426391904
ENSG00000257844,KRT90P,"keratin 90, pseudogene",0.010974749338787273
ENSG00000135046,ANXA1,annexin A1,0.010892339606124127
ENSG00000118903,BTF3P11,basic transcription factor 3 pseudogene 11,0.010882073499049552
ENSG00000121691,CAT,catalase,0.010792347723217768
ENSG00000124067,SLC12A4,solute carrier family 12 member 4,0.01078721466968048
ENSG00000163131,CTSS,cathepsin S,0.010717815785856353
ENSG00000138109,CYP2C9,cytochrome P450 family 2 subfamily C member 9,0.010717815785856353
ENSG00000155957,TMBIM4,transmembrane BAX inhibitor motif containing 4,0.010717815785856353
ENSG00000151577,DRD3,dopamine receptor D3,0.010717815785856353
ENSG00000115008,IL1A,interleukin 1 alpha,0.010703225343067098
ENSG00000143839,REN,renin,0.010673055559011204
ENSG00000131781,FMO5,flavin containing dimethylaniline monoxygenase 5,0.010541534156642541
ENSG00000091262,ABCC6,ATP binding cassette subfamily C member 6,0.010533025858514003
ENSG00000163106,HPGDS,hematopoietic prostaglandin D synthase,0.010522759751439424
ENSG00000164111,ANXA5,annexin A5,0.010510421566834901
ENSG00000091879,ANGPT2,angiopoietin 2,0.010491961430215703
ENSG00000223609,HBD,hemoglobin subunit delta,0.010474804460657804
ENSG00000167165,UGT1A6,UDP glucuronosyltransferase family 1 member A6,0.010422139331365234
ENSG00000101200,AVP,arginine vasopressin,0.010397102600846628
ENSG00000244474,UGT1A4,UDP glucuronosyltransferase family 1 member A4,0.010391969547309338
ENSG00000244122,UGT1A7,UDP glucuronosyltransferase family 1 member A7,0.010391969547309338
ENSG00000242366,UGT1A8,UDP glucuronosyltransferase family 1 member A8,0.010391969547309338
ENSG00000242515,UGT1A10,UDP glucuronosyltransferase family 1 member A10,0.010391969547309338
ENSG00000142168,SOD1,superoxide dismutase 1,0.010361171226085616
ENSG00000171234,UGT2B7,UDP glucuronosyltransferase family 2 member B7,0.010348235931171651
ENSG00000109819,PPARGC1A,PPARG coactivator 1 alpha,0.010348235931171651
ENSG00000240247,DEFA1B,defensin alpha 1B,0.010317437609947924
ENSG00000206047,DEFA1,defensin alpha 1,0.010317437609947924
ENSG00000138449,SLC40A1,solute carrier family 40 member 1,0.010314470948183961
ENSG00000119899,SLC17A5,solute carrier family 17 member 5,0.010253377101802576
ENSG00000120053,GOT1,glutamic-oxaloacetic transaminase 1,0.010253377101802576
ENSG00000170989,S1PR1,sphingosine-1-phosphate receptor 1,0.010235308753351326
ENSG00000135744,AGT,angiotensinogen,0.010212312673504276
ENSG00000125730,C3,complement C3,0.010208171694798415
ENSG00000169604,ANTXR1,ANTXR cell adhesion molecule 1,0.010163446003829301
ENSG00000169896,ITGAM,integrin subunit alpha M,0.01014291378968015
ENSG00000181104,F2R,coagulation factor II thrombin receptor,0.01006078493308355
ENSG00000137462,TLR2,toll like receptor 2,0.01006078493308355
ENSG00000123454,DBH,dopamine beta-hydroxylase,0.00997865607648695
ENSG00000170180,GYPA,glycophorin A (MNS blood group),0.009824664470368323
ENSG00000169245,CXCL10,C-X-C motif chemokine ligand 10,0.009824664470368323
ENSG00000156273,BACH1,BACH transcriptional regulator 1,0.009801668390521275
ENSG00000117525,F3,"coagulation factor III, tissue factor",0.009777941112435648
ENSG00000101017,CD40,CD40 molecule,0.009742535613771723
ENSG00000154229,PRKCA,protein kinase C alpha,0.009650140650100548
ENSG00000158481,CD1C,CD1c molecule,0.009609076221802246
ENSG00000198805,PNP,purine nucleoside phosphorylase,0.009609076221802246
ENSG00000160307,S100B,S100 calcium binding protein B,0.009609076221802246
ENSG00000105122,RASAL3,RAS protein activator like 3,0.009609076221802246
ENSG00000158477,CD1A,CD1a molecule,0.009609076221802246
ENSG00000005844,ITGAL,integrin subunit alpha L,0.009609076221802246
ENSG00000140443,IGF1R,insulin like growth factor 1 receptor,0.009609076221802246
ENSG00000198805,PNP,purine nucleoside phosphorylase,0.009609076221802246
ENSG00000158485,CD1B,CD1b molecule,0.009609076221802246
ENSG00000094916,CBX5,chromobox 5,0.009588544007653096
ENSG00000271503,CCL5,C-C motif chemokine ligand 5,0.009588544007653096
ENSG00000197632,SERPINB2,serpin family B member 2,0.009588544007653096
ENSG00000204389,HSPA1A,heat shock protein family A (Hsp70) member 1A,0.009496149043981921
ENSG00000014216,CAPN1,calpain 1,0.009485882936907346
ENSG00000079332,SAR1A,secretion associated Ras related GTPase 1A,0.009485882936907346
ENSG00000120937,NPPB,natriuretic peptide B,0.009410716177006423
ENSG00000197993,KEL,Kell metallo-endopeptidase (Kell blood group),0.009403754080310744
ENSG00000144852,NR1I2,nuclear receptor subfamily 1 group I member 2,0.009403754080310744
ENSG00000163069,SGCB,sarcoglycan beta,0.009278802986469811
ENSG00000167371,PRRT2,proline rich transmembrane protein 2,0.009239496367117545
ENSG00000204632,HLA-G,"major histocompatibility complex, class I, G",0.009239496367117545
ENSG00000167701,GPT,glutamic--pyruvic transaminase,0.009239496367117545
ENSG00000279050,PWAR1,Prader Willi/Angelman region RNA 1,0.009239496367117545
ENSG00000163599,CTLA4,cytotoxic T-lymphocyte associated protein 4,0.009239496367117545
ENSG00000020633,RUNX3,RUNX family transcription factor 3,0.009239496367117545
ENSG00000042832,TG,thyroglobulin,0.009239496367117545
ENSG00000072518,MARK2,microtubule affinity regulating kinase 2,0.009239496367117545
ENSG00000164171,ITGA2,integrin subunit alpha 2,0.009239496367117545
ENSG00000163599,CTLA4,cytotoxic T-lymphocyte associated protein 4,0.009239496367117545
ENSG00000279050,PWAR1,Prader Willi/Angelman region RNA 1,0.009239496367117545
ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4,0.009239496367117545
ENSG00000173039,RELA,"RELA proto-oncogene, NF-kB subunit",0.009239496367117545
ENSG00000006128,TAC1,tachykinin precursor 1,0.009239496367117545
ENSG00000204632,HLA-G,"major histocompatibility complex, class I, G",0.009239496367117545
ENSG00000167701,GPT,glutamic--pyruvic transaminase,0.009239496367117545
ENSG00000185803,SLC52A2,solute carrier family 52 member 2,0.009239496367117545
ENSG00000105369,CD79A,CD79a molecule,0.009223571330408596
ENSG00000284883,KRT88P,"keratin 88, pseudogene",0.009066066434313338
ENSG00000001036,FUCA2,alpha-L-fucosidase 2,0.009054706439775195
ENSG00000075624,ACTB,actin beta,0.008985512878092558
ENSG00000185624,P4HB,prolyl 4-hydroxylase subunit beta,0.008923916235645108
ENSG00000163737,PF4,platelet factor 4,0.00892124704780572
ENSG00000177311,ZBTB38,zinc finger and BTB domain containing 38,0.008869916512432843
ENSG00000183128,CALHM3,calcium homeostasis modulator 3,0.008869916512432843
ENSG00000138115,CYP2C8,cytochrome P450 family 2 subfamily C member 8,0.008869916512432843
ENSG00000188313,PLSCR1,phospholipid scramblase 1,0.008869916512432843
ENSG00000186868,MAPT,microtubule associated protein tau,0.008869916512432843
ENSG00000169919,GUSB,glucuronidase beta,0.008869916512432843
ENSG00000169174,PCSK9,proprotein convertase subtilisin/kexin type 9,0.008818585977059966
ENSG00000104899,AMH,anti-Mullerian hormone,0.008818585977059966
ENSG00000135318,NT5E,5'-nucleotidase ecto,0.008746723227537943
ENSG00000177463,NR2C2,nuclear receptor subfamily 2 group C member 2,0.008597864674956605
ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.008580001648646845
ENSG00000084674,APOB,apolipoprotein B,0.008561933300195591
ENSG00000120798,NR2C1,nuclear receptor subfamily 2 group C member 1,0.008377143372853241
ENSG00000157873,TNFRSF14,TNF receptor superfamily member 14,0.008377143372853241
ENSG00000179002,TAS1R2,taste 1 receptor member 2,0.008377143372853241
ENSG00000120798,NR2C1,nuclear receptor subfamily 2 group C member 1,0.008377143372853241
ENSG00000157873,TNFRSF14,TNF receptor superfamily member 14,0.008377143372853241
ENSG00000179002,TAS1R2,taste 1 receptor member 2,0.008377143372853241
ENSG00000196126,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",0.008343881185931618
ENSG00000258570,H3P40,H3 histone pseudogene 40,0.008315546730405791
ENSG00000115145,STAM2,signal transducing adaptor molecule 2,0.008315546730405791
ENSG00000138303,ASCC1,activating signal cointegrator 1 complex subunit 1,0.008315546730405791
ENSG00000196684,HSH2D,hematopoietic SH2 domain containing,0.008315546730405791
ENSG00000102606,ARHGEF7,Rho guanine nucleotide exchange factor 7,0.008315546730405791
ENSG00000013583,HEBP1,heme binding protein 1,0.008315546730405791
ENSG00000172232,AZU1,azurocidin 1,0.008315546730405791
ENSG00000163950,SLBP,stem-loop histone mRNA binding protein,0.008315546730405791
ENSG00000115677,HDLBP,high density lipoprotein binding protein,0.008315546730405791
ENSG00000118271,TTR,transthyretin,0.008295014516256641
ENSG00000113520,IL4,interleukin 4,0.008202619552585465
ENSG00000113889,KNG1,kininogen 1,0.008202619552585465
ENSG00000153563,CD8A,CD8 subunit alpha,0.00819235344551089
ENSG00000139618,BRCA2,BRCA2 DNA repair associated,0.00813075680306344
ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,0.00811022458891429
ENSG00000150991,UBC,ubiquitin C,0.00811022458891429
ENSG00000155636,RBM45,RNA binding motif protein 45,0.00811022458891429
ENSG00000143947,RPS27A,ribosomal protein S27a,0.00811022458891429
ENSG00000113249,HAVCR1,hepatitis A virus cellular receptor 1,0.00811022458891429
ENSG00000170315,UBB,ubiquitin B,0.00811022458891429
ENSG00000170458,CD14,CD14 molecule,0.00811022458891429
ENSG00000173391,OLR1,oxidized low density lipoprotein receptor 1,0.00794596687572109
ENSG00000010278,CD9,CD9 molecule,0.00794596687572109
ENSG00000072694,FCGR2B,Fc gamma receptor IIb,0.00794596687572109
ENSG00000233276,GPX1,glutathione peroxidase 1,0.00794596687572109
ENSG00000107984,DKK1,dickkopf Wnt signaling pathway inhibitor 1,0.00794596687572109
ENSG00000138185,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,0.00794596687572109
ENSG00000162104,ADCY9,adenylate cyclase 9,0.00794596687572109
ENSG00000141510,TP53,tumor protein p53,0.007925434661571938
ENSG00000170425,ADORA2B,adenosine A2b receptor,0.007925434661571938
ENSG00000170266,GLB1,galactosidase beta 1,0.007925434661571938
ENSG00000099194,SCD,stearoyl-CoA desaturase,0.007925434661571938
ENSG00000204371,EHMT2,euchromatic histone lysine methyltransferase 2,0.007761176948378739
ENSG00000102265,TIMP1,TIMP metallopeptidase inhibitor 1,0.007761176948378739
ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12,0.007761176948378739
ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12,0.007761176948378739
ENSG00000196352,CD55,CD55 molecule (Cromer blood group),0.007761176948378739
ENSG00000117560,FASLG,Fas ligand,0.007761176948378739
ENSG00000177455,CD19,CD19 molecule,0.007761176948378739
ENSG00000288705,UGT1A5,UDP glucuronosyltransferase family 1 member A5,0.007761176948378739
ENSG00000241119,UGT1A9,UDP glucuronosyltransferase family 1 member A9,0.007761176948378739
ENSG00000150337,FCGR1A,Fc gamma receptor Ia,0.007761176948378739
ENSG00000105221,AKT2,AKT serine/threonine kinase 2,0.007761176948378739
ENSG00000102265,TIMP1,TIMP metallopeptidase inhibitor 1,0.007761176948378739
ENSG00000157168,NRG1,neuregulin 1,0.007761176948378739
ENSG00000165841,CYP2C19,cytochrome P450 family 2 subfamily C member 19,0.007761176948378739
ENSG00000173744,AGFG1,ArfGAP with FG repeats 1,0.007761176948378739
ENSG00000011422,PLAUR,"plasminogen activator, urokinase receptor",0.007761176948378739
ENSG00000164299,SPZ1,spermatogenic leucine zipper 1,0.007615693640388653
ENSG00000184647,PRSS55,serine protease 55,0.007615693640388653
ENSG00000124490,CRISP2,cysteine rich secretory protein 2,0.007615693640388653
ENSG00000154188,ANGPT1,angiopoietin 1,0.0076071853422601116
ENSG00000182718,ANXA2,annexin A2,0.007576387021036387
ENSG00000153162,BMP6,bone morphogenetic protein 6,0.007522592619965613
ENSG00000101000,PROCR,protein C receptor,0.0073915970936940375
ENSG00000127241,MASP1,MBL associated serine protease 1,0.0073915970936940375
ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,0.0073915970936940375
ENSG00000171199,OPRPN,opiorphin prepropeptide,0.0073915970936940375
ENSG00000154589,LY96,lymphocyte antigen 96,0.0073915970936940375
ENSG00000125571,IL37,interleukin 37,0.0073915970936940375
ENSG00000144381,HSPD1,heat shock protein family D (Hsp60) member 1,0.0073915970936940375
ENSG00000102100,SLC35A2,solute carrier family 35 member A2,0.0073915970936940375
ENSG00000188833,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,0.0073915970936940375
ENSG00000110243,APOA5,apolipoprotein A5,0.0073915970936940375
ENSG00000160094,ZNF362,zinc finger protein 362,0.0073915970936940375
ENSG00000165280,VCP,valosin containing protein,0.0073915970936940375
ENSG00000122852,SFTPA1,surfactant protein A1,0.0073915970936940375
ENSG00000116984,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,0.0073915970936940375
